Year,City,Population,Violent Crime Total,Murder and Nonnegligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime Total,Burglary,Larceny-Theft,Motor Vehicle Theft,Violent Crime Rate,Murder and Nonnegligent Manslaughter Rate,Rape Rate,Robbery Rate,Aggravated Assault Rate,Property Crime Rate,Burglary Rate,Larceny-Theft Rate,Motor Vechicle Theft Rate
"2010","Las Vegas, NV","1,446,280","12,648","107","652","4,003","7,886","43,219","13,824","22,231","7,164","874.5","7.4","45.1","276.8","545.3","2,988.3","955.8","1,537.1","495.3"
"2011","Las Vegas, NV","1,458,474","10,813","82","651","3,493","6,587","41,426","12,662","21,977","6,787","741.4","5.6","44.6","239.5","451.6","2,840.4","868.2","1,506.8","465.3"
"2012","Las Vegas, NV","1,479,393","11,598","76","596","3,824","7,102","46,427","14,220","25,522","6,685","784.0","5.1","40.3","258.5","480.1","3,138.2","961.2","1,725.2","451.9"
"2013","Las Vegas, NV","1,500,455","11,374","97","705","4,072","6,500","47,968","14,785","26,548","6,635","758.0","6.5","47.0","271.4","433.2","3,196.9","985.4","1,769.3","442.2"
"2014","Las Vegas, NV","1,530,899","12,876","122","780","4,885","7,089","44,754","14,150","23,432","7,172","841.1","8.0","51.0","319.1","463.1","2,923.4","924.3","1,530.6","468.5"
"2001","New York City, NY","8,023,018","74,413","714","1,664","30,520","41,515","213,172","34,432","146,112","32,628","927.5","8.9","20.7","380.4","517.4","2,657.0","429.2","1,821.2","406.7"
"2002","New York City, NY","8,084,693","63,839","587","1,689","27,229","34,334","186,791","30,102","129,655","27,034","789.6","7.3","20.9","336.8","424.7","2,310.4","372.3","1,603.7","334.4"
"2003","New York City, NY","8,098,066","59,448","597","1,609","25,989","31,253","176,767","28,293","124,846","23,628","734.1","7.4","19.9","320.9","385.9","2,182.8","349.4","1,541.7","291.8"
"2004","New York City, NY","8,101,321","55,688","570","1,428","24,373","29,317","171,188","26,100","124,016","21,072","687.4","7.0","17.6","300.9","361.9","2,113.1","322.2","1,530.8","260.1"
"2005","New York City, NY","8,115,690","54,623","539","1,412","24,722","27,950","162,509","23,210","120,918","18,381","673.1","6.6","17.4","304.6","344.4","2,002.4","286.0","1,489.9","226.5"
"2006","New York City, NY","8,165,001","52,086","596","1,071","23,511","26,908","153,436","22,137","115,363","15,936","637.9","7.3","13.1","287.9","329.6","1,879.2","271.1","1,412.9","195.2"
"2007","New York City, NY","8,220,196","50,453","496","875","21,787","27,295","149,488","20,914","115,318","13,256","613.8","6.0","10.6","265.0","332.0","1,818.5","254.4","1,402.9","161.3"
"2008","New York City, NY","8,345,075","48,430","523","890","22,186","24,831","149,989","19,867","117,682","12,440","580.3","6.3","10.7","265.9","297.6","1,797.3","238.1","1,410.2","149.1"
"2009","New York City, NY","8,400,907","46,357","471","832","18,597","26,457","142,000","18,780","112,526","10,694","551.8","5.6","9.9","221.4","314.9","1,690.3","223.5","1,339.5","127.3"
"2010","New York City, NY","8,175,133","48,489","536","1,036","19,608","27,309","139,615","17,926","111,370","10,319","593.1","6.6","12.7","239.8","334.0","1,707.8","219.3","1,362.3","126.2"
"2011","New York City, NY","8,211,875","51,209","515","1,092","19,773","29,829","140,457","18,159","112,864","9,434","623.6","6.3","13.3","240.8","363.2","1,710.4","221.1","1,374.4","114.9"
"2012","New York City, NY","8,289,415","52,993","419","1,162","20,201","31,211","142,760","18,635","115,935","8,190","639.3","5.1","14.0","243.7","376.5","1,722.2","224.8","1,398.6","98.8"
"2013","New York City, NY","8,396,126","52,384","335","1,112","19,170","31,767","141,971","16,606","117,931","7,434","623.9","4.0","13.2","228.3","378.4","1,690.9","197.8","1,404.6","88.5"
"2014","New York City, NY","8,473,938","50,564","333","2,190","16,581","31,460","135,747","15,916","112,107","7,724","596.7","3.9","25.8","195.7","371.3","1,601.9","187.8","1,323.0","91.2"
"2001","Philadelphia, PA","1,518,302","21,404","309","1,014","9,604","10,477","72,474","11,629","45,318","15,527","1,409.7","20.4","66.8","632.5","690.0","4,773.4","765.9","2,984.8","1,022.7"
"2002","Philadelphia, PA","1,524,226","20,057","288","1,035","8,869","9,865","63,335","11,244","38,789","13,302","1,315.9","18.9","67.9","581.9","647.2","4,155.2","737.7","2,544.8","872.7"
"2003","Philadelphia, PA","1,495,903","20,620","348","1,004","9,617","9,651","62,454","10,656","37,864","13,934","1,378.4","23.3","67.1","642.9","645.2","4,175.0","712.3","2,531.2","931.5"
"2004","Philadelphia, PA","1,484,224","20,902","330","1,001","9,757","9,814","60,931","10,536","37,808","12,587","1,408.3","22.2","67.4","657.4","661.2","4,105.2","709.9","2,547.3","848.1"
"2005","Philadelphia, PA","1,472,915","21,609","377","1,024","10,069","10,139","60,419","10,960","38,039","11,420","1,467.1","25.6","69.5","683.6","688.4","4,102.0","744.1","2,582.6","775.3"
"2006","Philadelphia, PA","1,464,576","22,884","407","960","10,971","10,546","62,610","11,542","39,413","11,655","1,562.5","27.8","65.5","749.1","720.1","4,275.0","788.1","2,691.1","795.8"
"2007","Philadelphia, PA","1,435,533","21,180","392","956","10,258","9,574","61,795","11,524","39,167","11,104","1,475.4","27.3","66.6","714.6","666.9","4,304.7","802.8","2,728.4","773.5"
"2008","Philadelphia, PA","1,441,117","20,771","331","1,038","9,618","9,784","62,580","12,845","40,681","9,054","1,441.3","23.0","72.0","667.4","678.9","4,342.5","891.3","2,822.9","628.3"
"2009","Philadelphia, PA","1,547,605","19,163","302","896","9,037","8,928","55,888","10,969","37,941","6,978","1,238.2","19.5","57.9","583.9","576.9","3,611.3","708.8","2,451.6","450.9"
"2010","Philadelphia, PA","1,526,006","18,535","306","945","8,363","8,921","57,788","10,796","39,924","7,068","1,214.6","20.1","61.9","548.0","584.6","3,786.9","707.5","2,616.2","463.2"
"2011","Philadelphia, PA","1,530,873","18,268","324","833","8,246","8,865","59,617","12,057","40,113","7,447","1,193.3","21.2","54.4","538.6","579.1","3,894.3","787.6","2,620.3","486.5"
"2012","Philadelphia, PA","1,538,957","17,853","331","880","7,984","8,658","56,997","12,004","38,592","6,401","1,160.1","21.5","57.2","518.8","562.6","3,703.6","780.0","2,507.7","415.9"
"2013","Philadelphia, PA","1,553,153","17,074","247","1,279","7,562","7,986","53,452","10,408","37,253","5,791","1,099.3","15.9","82.3","486.9","514.2","3,441.5","670.1","2,398.5","372.9"
"2014","Philadelphia, PA","1,559,062","15,925","248","1,207","6,970","7,500","52,816","9,694","37,394","5,728","1,021.4","15.9","77.4","447.1","481.1","3,387.7","621.8","2,398.5","367.4"
"2001","Dallas, TX","1,215,553","17,776","240","660","8,330","8,546","93,230","20,635","53,611","18,984","1,462.4","19.7","54.3","685.3","703.1","7,669.8","1,697.6","4,410.4","1,561.8"
"2002","Dallas, TX","1,241,481","17,018","196","656","8,041","8,125","95,022","20,351","56,306","18,365","1,370.8","15.8","52.8","647.7","654.5","7,653.9","1,639.3","4,535.4","1,479.3"
"2003","Dallas, TX","1,230,302","16,865","226","601","7,963","8,075","97,900","21,927","58,554","17,419","1,370.8","18.4","48.8","647.2","656.3","7,957.4","1,782.2","4,759.3","1,415.8"
"2004","Dallas, TX","1,228,613","16,165","248","588","7,466","7,863","94,066","23,126","55,059","15,881","1,315.7","20.2","47.9","607.7","640.0","7,656.3","1,882.3","4,481.4","1,292.6"
"2005","Dallas, TX","1,230,303","15,429","202","562","6,882","7,783","88,955","22,363","52,315","14,277","1,254.1","16.4","45.7","559.4","632.6","7,230.3","1,817.7","4,252.2","1,160.4"
"2006","Dallas, TX","1,248,223","15,058","187","665","6,914","7,292","85,592","21,653","50,009","13,930","1,206.4","15.0","53.3","553.9","584.2","6,857.1","1,734.7","4,006.4","1,116.0"
"2007","Dallas, TX","1,239,104","13,248","200","511","7,222","5,315","83,962","22,472","47,699","13,791","1,069.2","16.1","41.2","582.8","428.9","6,776.0","1,813.6","3,849.5","1,113.0"
"2008","Dallas, TX","1,276,214","11,420","170","499","6,466","4,285","75,759","21,149","42,402","12,208","894.8","13.3","39.1","506.7","335.8","5,936.2","1,657.2","3,322.5","956.6"
"2009","Dallas, TX","1,290,266","10,221","166","485","5,501","4,069","71,364","19,428","41,481","10,455","792.2","12.9","37.6","426.3","315.4","5,531.0","1,505.7","3,214.9","810.3"
"2010","Dallas, TX","1,197,816","9,161","148","505","4,487","4,021","64,125","19,594","36,147","8,384","764.8","12.4","42.2","374.6","335.7","5,353.5","1,635.8","3,017.7","699.9"
"2011","Dallas, TX","1,223,021","8,330","133","428","4,066","3,703","61,859","18,727","35,148","7,984","681.1","10.9","35.0","332.5","302.8","5,057.9","1,531.2","2,873.9","652.8"
"2012","Dallas, TX","1,241,549","8,380","154","486","4,093","3,647","54,300","16,090","31,148","7,062","675.0","12.4","39.1","329.7","293.7","4,373.6","1,296.0","2,508.8","568.8"
"2013","Dallas, TX","1,255,015","8,330","143","543","4,202","3,442","52,274","14,516","30,374","7,384","663.7","11.4","43.3","334.8","274.3","4,165.2","1,156.6","2,420.2","588.4"
"2014","Dallas, TX","1,272,396","8,457","116","781","3,856","3,704","45,669","11,685","26,939","7,045","664.7","9.1","61.4","303.1","291.1","3,589.2","918.3","2,117.2","553.7"
"2001","Houston, TX","1,997,965","23,419","267","945","9,921","12,286","118,568","25,108","69,371","24,089","1,172.1","13.4","47.3","496.6","614.9","5,934.4","1,256.7","3,472.1","1,205.7"
"2002","Houston, TX","2,040,583","24,958","256","892","11,212","12,598","124,289","26,905","73,445","23,939","1,223.1","12.5","43.7","549.5","617.4","6,090.9","1,318.5","3,599.2","1,173.1"
"2003","Houston, TX","2,041,081","23,988","278","768","10,985","11,957","120,005","26,522","72,032","21,451","1,175.3","13.6","37.6","538.2","585.8","5,879.5","1,299.4","3,529.1","1,051.0"
"2004","Houston, TX","2,043,446","23,427","272","908","10,182","12,065","123,425","27,110","74,752","21,563","1,146.4","13.3","44.4","498.3","590.4","6,040.0","1,326.7","3,658.1","1,055.2"
"2005","Houston, TX","2,045,732","23,987","334","872","11,128","11,653","120,425","27,541","72,476","20,408","1,172.5","16.3","42.6","544.0","569.6","5,886.6","1,346.3","3,542.8","997.6"
"2006","Houston, TX","2,073,729","24,250","377","854","11,371","11,648","121,053","26,869","73,091","21,093","1,169.4","18.2","41.2","548.3","561.7","5,837.5","1,295.7","3,524.6","1,017.2"
"2007","Houston, TX","2,169,544","24,564","351","694","11,479","12,040","123,326","29,044","74,817","19,465","1,132.2","16.2","32.0","529.1","555.0","5,684.4","1,338.7","3,448.5","897.2"
"2008","Houston, TX","2,238,895","24,779","294","750","10,603","13,132","110,759","26,947","68,598","15,214","1,106.8","13.1","33.5","473.6","586.5","4,947.0","1,203.6","3,063.9","679.5"
"2009","Houston, TX","2,273,771","25,593","287","823","11,367","13,116","120,933","29,279","77,058","14,596","1,125.6","12.6","36.2","499.9","576.8","5,318.6","1,287.7","3,389.0","641.9"
"2010","Houston, TX","2,099,451","22,491","269","712","9,449","12,061","115,323","27,924","74,582","12,817","1,071.3","12.8","33.9","450.1","574.5","5,493.0","1,330.1","3,552.5","610.5"
"2011","Houston, TX","2,143,628","20,892","198","771","8,054","11,869","108,336","27,459","68,596","12,281","974.6","9.2","36.0","375.7","553.7","5,053.9","1,281.0","3,200.0","572.9"
"2012","Houston, TX","2,177,273","21,610","217","665","9,385","11,343","107,678","26,630","67,978","13,070","992.5","10.0","30.5","431.0","521.0","4,945.5","1,223.1","3,122.2","600.3"
"2013","Houston, TX","2,180,606","20,993","214","618","9,891","10,270","110,919","23,733","73,591","13,595","962.7","9.8","28.3","453.6","471.0","5,086.6","1,088.4","3,374.8","623.5"
"2014","Houston, TX","2,219,933","22,008","242","812","10,186","10,768","104,197","21,629","68,125","14,443","991.4","10.9","36.6","458.8","485.1","4,693.7","974.3","3,068.8","650.6"
"2001","San Antonio, TX","1,170,622","9,546","100","492","2,146","6,808","86,952","14,018","66,694","6,240","815.5","8.5","42.0","183.3","581.6","7,427.8","1,197.5","5,697.3","533.0"
"2002","San Antonio, TX","1,195,592","9,769","100","464","2,114","7,091","84,363","13,368","65,251","5,744","817.1","8.4","38.8","176.8","593.1","7,056.2","1,118.1","5,457.6","480.4"
"2003","San Antonio, TX","1,212,789","7,252","85","537","2,060","4,570","83,000","14,619","62,179","6,202","598.0","7.0","44.3","169.9","376.8","6,843.7","1,205.4","5,126.9","511.4"
"2004","San Antonio, TX","1,235,128","7,846","94","677","2,127","4,948","81,255","14,720","60,868","5,667","635.2","7.6","54.8","172.2","400.6","6,578.7","1,191.8","4,928.1","458.8"
